Rating,Entity Name,State,County,City,Sector,Entity Type,Region
66,"Kingston Town Clerk, Green Lake, WI",WI,Green Lake County,Dalton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,Kingsport Press Credit Union,TN,Sullivan County,Kingsport,Financial Services,Private CI Entity,Region 4
37,"Kingsford City Election Commission, Dickinson, MI",MI,Dickinson County,Kingsford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
50,"Kingsford City Clerk, Dickinson, MI",MI,Dickinson County,Kingsford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
66,"Kingsbury County Auditor, Kingsbury, SD",SD,Kingsbury County,De Smet,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
89,"Kingsbury  Municipal Registrar, Piscataquis, ME",ME,Piscataquis County,Guilford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
89,"Kingsbury  Municipal Clerk, Piscataquis, ME",ME,Piscataquis County,Guilford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
58,Kings Park Central School District,NY,Suffolk County,Kings Park,Government Facilities,Local Tribal Territory,Region 2
50,"Kings County Registrar of Voters, Kings, CA",CA,Kings County,Hanford,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
47,"Kings County Board of Elections, Kings, NY",NY,Kings County,Downtown Brooklyn,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 2
71,Kings Canyon Unified School District,CA,Fresno County,Reedley,Government Facilities,Local Tribal Territory,Region 9
65,Kingman Healthcare Inc. dba Kingman Regional Medical Center,AZ,Mohave County,Kingman,Healthcare and Public Health,Private CI Entity,Region 9
54,"Kingman County Clerk, Kingman, KS",KS,Kingman County,Kingman,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
57,"Kingfield Municipal Registrar, Franklin, ME",ME,Franklin County,Kingfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
57,"Kingfield Municipal Clerk, Franklin, ME",ME,Franklin County,Kingfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
54,"King and Queen County Registrar, King and Queen, VA",VA,King and Queen County,King and Queen Court House,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
54,"King and Queen County Electoral Board, King and Queen, VA",VA,King and Queen County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
62,"King William County Registrar, King William, VA",VA,King William County,King William,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
62,King William County Government,VA,King William County,King William,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
62,"King William County Electoral Board, King William, VA",VA,King William County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
69,"King Town Clerk, Lincoln, WI",WI,Lincoln County,Tomahawk,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
72,King George County Schools,VA,King George County,King George,Government Facilities,Local Tribal Territory,Region 3
40,"King George County Registrar, King George, VA",VA,King George County,King George,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
40,"King George County Electoral Board, King George, VA",VA,King George County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
61,"King County Tax Assessor-Collector, King, TX",TX,King County,Guthrie,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
61,"King County County Clerk, King, TX",TX,King County,Guthrie,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
55,"King County Auditor, King, WA",WA,King County,Renton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 10
61,"King & Prince Seafood, Inc",GA,Glynn County,Brunswick,Food and Agriculture,Private CI Entity,Region 4
70,"Kinderhook Township Election Commission, Branch, MI",MI,Branch County,Coldwater,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
70,"Kinderhook Township Clerk, Branch, MI",MI,Branch County,Coldwater,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
61,Kinder Morgan,DC,District of Columbia,Washington,Energy,Private CI Entity,Region 3
55,Kimray INC,OK,Oklahoma County,Oklahoma City,Chemical,Private CI Entity,Region 6
96,"Kimble County County Clerk, Kimble, TX",TX,Kimble County,Junction,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
62,"Kimberly Village Clerk, Outagamie, WI",WI,Outagamie County,Kimberly,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
28,"Kimball Township Election Commission, St. Clair, MI",MI,St. Clair County,Smiths Creek,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
28,"Kimball Township Clerk, St. Clair, MI",MI,St. Clair County,Smiths Creek,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
73,"Kimball Town Clerk, Iron, WI",WI,Iron County,Saxon,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
93,Kimball County,NE,Kimball County,Kimball,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
20,"Killingworth Town Clerk, Middlesex, CT",CT,Middlesex County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
20,"Killingworth Registrar of Voters, Middlesex, CT",CT,Middlesex County,Killingworth,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
52,"Killington Town Treasurer, Rutland, VT",VT,Rutland County,Killington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
52,"Killington Town Clerk, Rutland, VT",VT,Rutland County,Killington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
43,"Killingly Town Clerk, Windham, CT",CT,Windham County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
43,"Killingly Registrar of Voters, Windham, CT",CT,Windham County,Killingly,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
56,"Kilkenny Town Clerk, Coos, NH",NH,Coos County,Lancaster,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
56,Kilgore College,TX,Gregg County,Kilgore,Government Facilities,Local Tribal Territory,Region 6
38,"Kildare Town Clerk, Juneau, WI",WI,Juneau County,Lyndon Station,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
99,"Kiel City Clerk, Manitowoc/Calumet, WI",WI,Calumet County,Kiel,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
12,"Kidder County Auditor, Kidder, ND",ND,Kidder County,Steele,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
45,Kickapoo Traditional Tribe of Texas,TX,Maverick County,Eagle Pass,Government Facilities,Local Tribal Territory,Region 6
11,"Kickapoo Town Clerk, Vernon, WI",WI,Vernon County,Readstown,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,"Keystone Town Clerk, Bayfield, WI",WI,Bayfield County,Ashland,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
64,Keystone Peer Review Organization,PA,Dauphin County,Harrisburg,Healthcare and Public Health,Private CI Entity,Region 3
84,Keystone Engineering Group,PA,Chester County,Malvern,Water and WasteWater Systems,Private CI Entity,Region 3
56,Keystone College,PA,Lackawanna County,La Plume,Government Facilities,Private CI Entity,Region 3
62,"Keya Paha County Clerk, Keya Paha, NE",NE,Keya Paha County,Springview,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
54,"KeyLogic Systems, LLC",WV,Monongalia County,Morgantown,Information Technology,Private CI Entity,Region 3
32,"Keweenaw County Election Commission, Keweenaw, MI",MI,Keweenaw County,Eagle River,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
32,"Keweenaw County Clerk, Keweenaw, MI",MI,Keweenaw County,Eagle River,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
32,"Keweenaw County Board of Canvassars, Keweenaw, MI",MI,Keweenaw County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
46,"Kewaunee County Clerk, Kewaunee, WI",WI,Kewaunee County,Kewaunee,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
93,"Kewaunee City Clerk, Kewaunee, WI",WI,Kewaunee County,Kewaunee,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
52,"Kewaskum Village Clerk, Washington/Fond du Lac, WI",WI,Fond du Lac County,Kewaskum,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
73,"Kewaskum Town Clerk, Washington, WI",WI,Washington County,Kewaskum,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
76,Kewaskum School District,WI,Washington County,Kewaskum,Government Facilities,Local Tribal Territory,Region 5
99,"Kershaw County Board of Voter Registration and Elections, Kershaw, SC",SC,Kershaw County,Camden,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
25,"Kerr County Tax Assessor-Collector, Kerr, TX",TX,Kerr County,Kerrville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
99,"Kern County Auditor-Controller-County Clerk-Registrar of Voters, Kern, CA",CA,Kern County,Bakersfield,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 9
60,"Keokuk County Auditor, Keokuk, IA",IA,Keokuk County,Sigourney,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
29,Keokuk County,IA,Keokuk County,Sigourney,"Government Facilities, Water and WasteWater Systems",Local Tribal Territory,Region 7
71,Keokuk Community School District,IA,Lee County,Keokuk,Government Facilities,Local Tribal Territory,Region 7
84,"Kentwood City Election Commission, Kent, MI",MI,Kent County,Grand Rapids,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
84,"Kentwood City Clerk, Kent, MI",MI,Kent County,Grand Rapids,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
39,Kentucky State University,KY,Franklin County,Frankfort,Government Facilities,State,Region 4
91,Kentucky State Board of Elections,KY,Franklin County,Frankfort,"Election Infrastructure, Government Facilities",State,Region 4
53,Kentucky Community and Technical College System,KY,Woodford County,Versailles,Government Facilities,Local Tribal Territory,Region 4
67,Kentucky Bank,KY,Bourbon County,Paris,Financial Services,Private CI Entity,Region 4
51,Kenton County Fiscal Court,KY,Kenton County,Covington,Government Facilities,Local Tribal Territory,Region 4
94,"Kenton County Clerk, Kenton, KY",KY,Kenton County,Covington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
62,"Kent Town Clerk, Litchfield, CT",CT,Litchfield County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
65,Kent State University,OH,Portage County,Kent,Government Facilities,State,Region 5
62,"Kent Registrar of Voters, Litchfield, CT",CT,Litchfield County,Kent,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
96,"Kent County Tax Assessor-Collector, Kent, TX",TX,Kent County,Jayton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
88,Kent County Public Schools,MD,Kent County,Rock Hall,Government Facilities,Local Tribal Territory,Region 3
72,"Kent County Election Commission, Kent, MI",MI,Kent County,Grand Rapids,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
96,"Kent County County Clerk, Kent, TX",TX,Kent County,Jayton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
72,"Kent County Clerk, Kent, MI",MI,Kent County,Grand Rapids,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
55,"Kent County Board of Elections, Kent, MD",MD,Kent County,Chestertown,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
72,"Kent County Board of Canvassars, Kent, MI",MI,Kent County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
47,"Kensington Town Clerk, Rockingham, NH",NH,Rockingham County,Kensington,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
68,Kenowa Hills Public Schools,MI,Kent County,Grand Rapids,Government Facilities,Local Tribal Territory,Region 5
41,Kenosha Water Utility,WI,Kenosha County,Kenosha,Water and WasteWater Systems,Local Tribal Territory,Region 5
69,"Kenosha County Clerk, Kenosha, WI",WI,Kenosha County,Kenosha,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
50,Kenosha County,WI,Kenosha County,Kenosha,Government Facilities,Local Tribal Territory,Region 5
40,"Kenosha City Clerk, Kenosha, WI",WI,Kenosha County,Kenosha,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
5,"Kenockee Township Election Commission, St. Clair, MI",MI,St. Clair County,Avoca,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
5,"Kenockee Township Clerk, St. Clair, MI",MI,St. Clair County,Avoca,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
63,Kennewick School District,WA,Benton County,Kennewick,Government Facilities,Local Tribal Territory,Region 10
35,Kennett City Light Gas and Water,MO,Dunklin County,Kennett,Water and WasteWater Systems,Local Tribal Territory,Region 7
63,Kennesaw State University,GA,Cobb County,Kennesaw,Government Facilities,State,Region 4
49,"Kennebunkport Municipal Registrar, York, ME",ME,York County,Kennebunkport,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
49,"Kennebunkport Municipal Clerk, York, ME",ME,York County,Kennebunkport,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
